date,time,currency,impact,index_name,actual, actual_stu,forecast,previous
 ,,USD,medium,Average Hourly Earnings m/m,0.2%,-1,0.4%,0.4%
 SatFeb 3 ,12:00am,USD,medium,Factory Orders m/m,2.4%,1,1.6%,1.2%
 ,,USD,medium,Revised UoM Consumer Sentiment,96.9,-1,98.0,98.0
 ,,USD,low,Revised UoM Inflation Expectations,3.0%,0,,3.0%
 ,10:00am,CNY,low,Non-Manufacturing PMI,55.6,0,,
 MonFeb 5 ,6:45am,NZD,high,Labor Cost Index q/q,1.0%,1,0.7%,0.8%
 ,7:30am,AUD,low,AIG Services Index,49.5,0,,49.5
 ,8:30am,AUD,low,MI Inflation Gauge m/m,0.0%,0,,0.3%
 ,9:30am,AUD,high,Building Approvals m/m,-1.9%,-1,-0.8%,3.5%
 ,,AUD,high,Retail Sales m/m,0.3%,-1,0.5%,0.2%
 ,,AUD,medium,ANZ Job Advertisements m/m,-0.1%,0,,11.8%
 ,5:15pm,EUR,low,Spanish Services PMI,57.9,0,,58.1
 ,5:45pm,EUR,low,Italian Services PMI,55.4,1,54.9,55.0
 ,6:00pm,EUR,low,Final Services PMI,57.9,1,56.8,57.2
 ,6:30pm,EUR,low,Sentix Investor Confidence,31.1,1,30.5,29.5
 ,,GBP,medium,Services PMI,59.2,-1,60.0,60.6
 ,7:00pm,EUR,low,Italian Prelim CPI m/m,0.2%,1,0.1%,0.1%
 TueFeb 6 ,12:00am,CAD,high,Ivey PMI,53.8,1,52.0,49.4
 ,,USD,high,ISM Non-Manufacturing PMI,59.0,1,56.8,57.1
 ,4:00am,USD,low,Loan Officer Survey,,0,,
 ,All Day,NZD,holiday,Bank Holiday,,0,,
 ,2:00pm,JPY,low,Leading Indicators,25.0%,0,25.0%,18.2%
 ,5:00pm,CHF,low,Foreign Currency Reserves,45B,0,,46B
 ,7:00pm,EUR,low,Retail Sales m/m,0.3%,-1,1.0%,0.5%
 ,8:00pm,EUR,medium,German Factory Orders m/m,-0.2%,-1,0.5%,0.8%
 ,,GBP,medium,BRC Retail Sales Monitor y/y,3.1%,0,,2.5%
 ,10:30pm,CAD,medium,Building Permits m/m,-7.8%,-1,-2.0%,2.6%
 WedFeb 7 ,12:00am,USD,low,JOLTS Job Openings,4.43M,0,,4.29M
 ,2:00am,CAD,medium,Gov Council Member Longworth Speaks,,0,,
 ,7:00am,USD,medium,Fed Chairman Bernanke Speaks,,0,,
 ,7:30am,AUD,high,Cash Rate,6.25%,0,6.25%,6.25%
 ,,AUD,low,AIG Construction Index,48.4,0,,52.1
 ,9:01am,GBP,low,Nationwide Consumer Confidence,84,-1,85,83
 ,10:59am,NZD,low,ANZ Commodity Prices m/m,3.8%,0,,2.1%
 ,11:00am,NZD,low,ANZ Commodity Prices m/m,1.3%,0,,3.8%
 ,3:45pm,CHF,low,Unemployment Rate,3.0%,1,3.1%,3.1%
 ,4:45pm,EUR,low,French Gov Budget Balance,-36.2B,0,,-54.9B
 ,6:30pm,GBP,high,Manufacturing Production m/m,0.2%,1,0.1%,0.2%
 ,,GBP,low,Industrial Production m/m,-0.1%,-1,0.1%,0.4%
 ,7:30pm,GBP,low,BRC Shop Price Index y/y,1.8%,0,,2.3%
 ,8:00pm,EUR,medium,German Industrial Production m/m,-0.5%,-1,0.5%,2.0%
 ,10:30pm,USD,medium,Prelim Nonfarm Productivity q/q,3.0%,-1,2.0%,0.2%
 ,,USD,medium,Prelim Unit Labor Costs q/q,1.7%,-1,2.1%,2.3%
 ThuFeb 8 ,12:30am,USD,low,Crude Oil Inventories,-0.4M,0,2.0M,2.7M
 ,3:00am,USD,medium,10-y Bond Auction,4.74|2.4,0,,4.58|2.5
 ,5:00am,USD,low,Consumer Credit m/m,6.0B,-1,7.0B,13.7B
 ,6:45am,NZD,high,Employment Change q/q,-0.1%,-1,0.0%,-0.4%
 ,,NZD,high,Unemployment Rate,3.7%,1,3.8%,3.8%
 ,8:50am,JPY,low,Bank Lending y/y,1.7%,0,,1.7%
 ,,JPY,low,M2 Money Stock y/y,1.0%,1,0.8%,0.8%
 ,9:01am,GBP,low,NIESR GDP Estimate,0.8%,0,,0.8%
 ,9:30am,AUD,high,Employment Change,-3.6K,-1,3.0K,46.0K
 ,,AUD,medium,Unemployment Rate,4.5%,1,4.6%,4.6%
 ,3:00pm,JPY,low,Prelim Machine Tool Orders y/y,5.7%,0,,-1.9%
 ,3:45pm,CHF,high,CPI m/m,-0.7%,-1,-0.3%,0.0%
 ,,CHF,medium,SECO Consumer Climate,17,1,14,13
 ,4:00pm,EUR,low,German Trade Balance,14.4B,-1,17.0B,19.1B
 ,,JPY,low,Economy Watchers Sentiment,47.2,-1,49.0,48.9
 ,5:00pm,GBP,high,Halifax HPI m/m,1.3%,1,0.4%,-0.9%
 ,9:00pm,GBP,high,Official Bank Rate,5.25%,0,5.25%,5.25%
 ,9:45pm,EUR,medium,Main Refinancing Rate,3.50%,0,3.50%,3.50%
 ,10:15pm,CAD,high,Housing Starts,249K,1,216K,213K
 ,10:30pm,CAD,low,NHPI m/m,0.0%,-1,0.5%,0.5%
 ,,EUR,high,ECB Press Conference,,0,,
 ,,USD,low,Unemployment Claims,311K,0,310K,308K
 FriFeb 9 ,12:00am,USD,low,Final Wholesale Inventories m/m,-0.5%,1,0.6%,1.1%
 ,12:30am,USD,low,Natural Gas Storage,-224B,0,-219B,-186B
 ,3:00am,USD,low,30-y Bond Auction,4.81|2.5,0,,5.08|1.8
 ,8:50am,JPY,medium,Core Machinery Orders m/m,-0.7%,0,-0.5%,3.8%
 ,9:30am,AUD,medium,Home Loans m/m,0.1%,-1,0.3%,-0.4%
 ,4:00pm,EUR,low,German WPI m/m,0.0%,1,-0.2%,0.0%
 ,4:45pm,EUR,medium,French Industrial Production m/m,1.1%,1,0.2%,-0.4%
 ,,EUR,low,French Trade Balance,-2.9B,0,-2.9B,-2.7B
 ,6:00pm,EUR,low,Italian Industrial Production m/m,2.0%,1,0.7%,0.5%
 ,Day 1,All,medium,G7 Meetings,,0,,
 ,6:30pm,GBP,high,Goods Trade Balance,-7.1B,0,-7.0B,-6.9B
 ,9:00pm,CAD,high,Employment Change,89.0K,1,25.0K,52.0K
 ,,CAD,high,Unemployment Rate,6.2%,-1,6.1%,6.1%
 SatFeb 10 ,Day 2,All,high,G7 Meetings,,0,,
 MonFeb 12 ,All Day,JPY,holiday,Bank Holiday,,0,,
 ,9:30am,AUD,high,RBA Monetary Policy Statement,,0,,
 ,12:10pm,CNY,high,USD-Denominated Trade Balance,15.9B,0,15.5B,21.0B
 ,6:30pm,GBP,high,PPI Input m/m,-2.0%,-1,-0.8%,0.1%
 ,,GBP,low,ONS HPI y/y,9.9%,1,9.4%,8.8%
 ,,GBP,low,PPI Output m/m,0.3%,0,0.2%,0.2%
 TueFeb 13 ,12:30am,GBP,low,CB Leading Index m/m,0.1%,0,,0.1%
 ,4:00am,USD,medium,Federal Budget Balance,38.2B,0,40.0B,44.5B
 ,6:45am,NZD,high,PPI Input q/q,-0.3%,-1,0.0%,2.0%
 ,,NZD,low,PPI Output q/q,-0.5%,0,-0.4%,0.7%
 ,8:50am,JPY,low,PPI y/y,2.2%,-1,2.4%,2.5%
 ,9:30am,AUD,low,NAB Business Confidence,6,0,,4
 ,11:00am,CNY,medium,PPI y/y,3.3%,1,2.9%,3.1%
 ,2:00pm,JPY,low,Consumer Confidence,48.1,-1,48.8,45.9
 ,4:00pm,EUR,high,German Prelim GDP q/q,0.9%,1,0.6%,0.8%
 ,4:45pm,EUR,low,French Prelim GDP q/q,0.6%,1,0.5%,0.0%
 ,5:00pm,EUR,low,Spanish Flash GDP q/q,1.1%,0,1.1%,0.9%
 ,6:00pm,EUR,low,Italian Prelim GDP q/q,1.1%,1,0.4%,0.3%
 ,6:30pm,GBP,high,CPI y/y,2.7%,-1,2.9%,3.0%
 ,,GBP,medium,Core CPI y/y,1.6%,-1,1.8%,1.8%
 ,,GBP,medium,RPI y/y,4.2%,-1,4.5%,4.4%
 ,7:00pm,EUR,medium,Flash GDP q/q,0.9%,1,0.6%,0.2%
 ,,EUR,medium,Industrial Production m/m,1.0%,1,0.4%,0.3%
 ,,EUR,medium,German ZEW Economic Sentiment,2.9,-1,5.2,-3.6
 ,,EUR,low,ZEW Economic Sentiment,6.8,1,3.0,-1.8
 ,9:30pm,USD,low,NFIB Small Business Index,98.9,0,,96.5
 ,10:30pm,CAD,medium,Trade Balance,5.0B,1,4.7B,4.7B
 ,,USD,high,Trade Balance,-61.2B,-1,-59.5B,-58.1B
 WedFeb 14 ,12:00am,USD,low,IBD/TIPP Economic Optimism,52.7,-1,54.0,53.7
 ,6:45am,NZD,low,FPI m/m,1.4%,0,,-0.5%
 ,8:30am,AUD,low,Westpac Consumer Sentiment,1.7%,0,,7.3%
 ,8:50am,JPY,low,Current Account,1.87T,-1,2.01T,1.95T
 ,11:00am,CNY,medium,CPI y/y,2.2%,-1,2.7%,2.8%
 ,,CNY,medium,New Loans,568B,0,,214B
 ,,CNY,low,M2 Money Supply y/y,15.8%,-1,16.5%,16.9%
 ,1:30pm,JPY,low,Revised Industrial Production m/m,0.9%,1,0.7%,0.7%
 ,3:25pm,CNY,low,Foreign Direct Investment ytd/y,13.8%,0,,4.2%
 ,6:30pm,GBP,high,Claimant Count Change,-13.5K,1,-5.0K,-5.5K
 ,,GBP,medium,Average Earnings Index 3m/y,4.0%,-1,4.1%,4.1%
 ,,GBP,low,Unemployment Rate,5.5%,0,5.5%,5.5%
 ,7:10pm,EUR,low,German 10-y Bond Auction,4.11|1.8,0,,3.94|1.8
 ,7:30pm,GBP,high,BOE Gov King Speaks,,0,,
 ,,GBP,high,BOE Inflation Report,,0,,
 ,10:30pm,CAD,low,New Motor Vehicle Sales m/m,5.6%,1,5.0%,3.4%
 ,,USD,high,Core Retail Sales m/m,0.3%,-1,0.4%,1.3%
 ,,USD,high,Retail Sales m/m,0.0%,-1,0.3%,1.2%
 ThuFeb 15 ,12:00am,USD,high,Fed Chairman Bernanke Testifies,,0,,
 ,,USD,medium,Business Inventories m/m,0.0%,1,0.2%,0.2%
 ,,USD,low,Fed Monetary Policy Report,,0,,
 ,12:30am,USD,low,Crude Oil Inventories,-0.6M,0,1.0M,-0.4M
 ,6:30am,AUD,low,MI Inflation Expectations,3.2%,0,,3.5%
 ,6:45am,NZD,high,Core Retail Sales m/m,0.2%,0,0.2%,-0.1%
 ,,NZD,high,Retail Sales m/m,0.7%,0,0.7%,-0.2%
 ,,NZD,low,Core Retail Sales q/q,1.5%,0,,1.4%
 ,,NZD,low,Retail Sales q/q,1.8%,1,1.2%,1.3%
 ,8:00am,NZD,low,Business NZ Manufacturing Index,56.0,0,,54.3
 ,8:50am,JPY,high,Prelim GDP q/q,1.2%,1,0.9%,0.1%
 ,,JPY,medium,Prelim GDP Price Index y/y,-0.5%,0,-0.5%,-0.7%
 ,9:01am,GBP,medium,RICS House Price Balance,28%,-1,34%,37%
 ,9:30am,AUD,low,HPI q/q,0.9%,-1,1.8%,2.1%
 ,,AUD,low,RBA Bulletin,,0,,
 ,6:30pm,GBP,high,Retail Sales m/m,-1.8%,-1,0.2%,1.1%
 ,7:00pm,CHF,medium,Credit Suisse Economic Expectations,-17.3,0,,-10.8
 ,,EUR,medium,ECB Monthly Bulletin,,0,,
 ,8:00pm,EUR,medium,ECB President Trichet Speaks,,0,,
 ,10:30pm,CAD,medium,Manufacturing Sales m/m,1.7%,1,0.6%,2.4%
 ,,USD,medium,Empire State Manufacturing Index,24.4,1,10.5,9.1
 ,,USD,medium,Import Prices m/m,-1.2%,-1,-0.2%,1.1%
 ,,USD,low,Unemployment Claims,357K,-1,314K,313K
 ,11:00pm,USD,high,TIC Long-Term Purchases,15.6B,-1,60.0B,84.9B
 ,11:15pm,USD,medium,Capacity Utilization Rate,81.2%,-1,81.8%,81.8%
 ,,USD,medium,Industrial Production m/m,-0.5%,-1,0.0%,0.5%
 FriFeb 16 ,12:00am,USD,high,Fed Chairman Bernanke Testifies,,0,,
 ,12:30am,CAD,low,BOC Review,,0,,
 ,,USD,low,Natural Gas Storage,-259B,0,-254B,-224B
 ,2:00am,USD,medium,Philly Fed Manufacturing Index,0.6,-1,3.5,8.3
 ,3:00am,USD,low,NAHB Housing Market Index,40,1,35,35
 ,8:50am,JPY,medium,Tertiary Industry Activity m/m,-0.4%,-1,-0.1%,0.0%
 ,4:00pm,EUR,low,German Final CPI m/m,-0.2%,0,-0.2%,-0.2%
 ,4:45pm,EUR,medium,French Prelim Private Payrolls q/q,0.2%,0,0.2%,0.2%
 ,5:15pm,CHF,medium,Retail Sales y/y,0.8%,-1,2.5%,3.3%
 ,6:00pm,EUR,low,Italian Trade Balance,-0.59B,-1,-0.20B,-0.93B
 ,7:00pm,EUR,low,Trade Balance,0.7B,-1,3.2B,4.4B
 ,10:30pm,USD,high,PPI m/m,-0.6%,0,-0.6%,0.9%
 ,,USD,medium,Building Permits,1.57M,0,1.59M,1.61M
 ,,USD,medium,Core PPI m/m,0.2%,0,0.2%,0.2%
 ,,USD,medium,Housing Starts,1.41M,-1,1.61M,1.64M
 SatFeb 17 ,12:00am,USD,high,Prelim UoM Consumer Sentiment,93.3,-1,96.5,96.9
 ,,USD,low,Prelim UoM Inflation Expectations,3.0%,0,,3.0%
 MonFeb 19 ,9:00am,CNY,holiday,Bank Holiday,,0,,
 ,9:01am,GBP,low,Rightmove HPI m/m,0.9%,0,,0.5%
 ,8:00pm,EUR,medium,German Buba Monthly Report,,0,,
 ,All Day,USD,holiday,Bank Holiday,,0,,
 ,10:30pm,CAD,medium,Foreign Securities Purchases,-3.26B,-1,3.89B,11.14B
 ,,CAD,medium,Wholesale Sales m/m,2.7%,1,0.6%,0.3%
 TueFeb 20 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,4:00pm,EUR,low,German PPI m/m,0.0%,-1,0.1%,0.0%
 ,4:15pm,CHF,medium,Trade Balance,1.27B,1,0.75B,0.41B
 ,5:15pm,CHF,medium,PPI m/m,-0.2%,-1,-0.1%,0.0%
 ,6:30pm,GBP,low,M4 Money Supply m/m,0.9%,0,0.8%,0.9%
 ,,GBP,low,Public Sector Net Borrowing,-10.3B,1,10.0B,6.5B
 ,9:00pm,CAD,high,Core CPI m/m,0.1%,0,0.1%,-0.2%
 ,,CAD,medium,CPI m/m,0.1%,0,0.1%,0.2%
 ,9:30pm,CAD,low,Gov Council Member Jenkins Speaks,,0,,
 ,10:30pm,CAD,low,Leading Index m/m,0.5%,1,0.4%,0.2%
 WedFeb 21 ,8:00am,AUD,medium,RBA Gov Stevens Speaks,,0,,
 ,8:30am,AUD,low,MI Leading Index m/m,0.6%,0,,0.5%
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,9:30am,AUD,low,New Motor Vehicle Sales m/m,5.3%,0,,1.4%
 ,,AUD,low,Wage Price Index q/q,1.1%,1,0.9%,0.8%
 ,1:00pm,JPY,high,Overnight Call Rate,0.50%,1,0.25%,0.25%
 ,3:00pm,JPY,low,BOJ Monthly Report,,0,,
 ,3:30pm,JPY,high,BOJ Press Conference,,0,,
 ,4:45pm,EUR,low,French Final CPI m/m,-0.4%,-1,-0.3%,0.2%
 ,5:00pm,GBP,medium,MPC Member Bean Speaks,,0,,
 ,6:00pm,EUR,low,Current Account,2.3B,1,-1.2B,0.9B
 ,6:30pm,GBP,high,MPC Official Bank Rate Votes,2-0-7,1,1-0-8,5-0-4
 ,8:00pm,GBP,medium,CBI Industrial Order Expectations,4,1,-8,-9
 ,10:30pm,CAD,high,Core Retail Sales m/m,2.0%,1,0.7%,0.2%
 ,,CAD,medium,Retail Sales m/m,2.3%,1,1.0%,0.3%
 ,,USD,high,Core CPI m/m,0.3%,1,0.2%,0.1%
 ,,USD,medium,CPI m/m,0.2%,0,0.2%,0.4%
 ThuFeb 22 ,12:00am,USD,low,CB Leading Index m/m,0.1%,-1,0.2%,0.6%
 ,3:00am,USD,medium,FOMC Member Kohn Speaks,,0,,
 ,4:00am,USD,high,FOMC Meeting Minutes,,0,,
 ,8:50am,JPY,low,Trade Balance,1.09T,1,0.75T,0.71T
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,10:00am,NZD,low,Credit Card Spending y/y,6.7%,0,,9.9%
 ,4:00pm,EUR,low,German Final GDP q/q,0.9%,0,0.9%,0.9%
 ,5:15pm,CHF,medium,Employment Level,3.70M,0,3.69M,3.70M
 ,6:00pm,EUR,low,Italian Retail Sales m/m,0.0%,-1,0.1%,0.3%
 ,6:30pm,GBP,medium,Prelim Business Investment q/q,3.3%,1,1.3%,3.1%
 ,7:00pm,EUR,medium,Industrial New Orders m/m,2.8%,1,0.2%,1.1%
 ,7:49pm,GBP,low,10-y Bond Auction,4.90|2.2,0,,4.57|2.2
 ,9:30pm,CAD,medium,Gov Council Member Kennedy Speaks,,0,,
 ,10:30pm,CAD,low,Corporate Profits q/q,1.5%,0,,2.8%
 ,,USD,low,Unemployment Claims,332K,-1,320K,359K
 ,11:00pm,EUR,medium,Belgian NBB Business Climate,3.5,1,2.2,2.1
 FriFeb 23 ,12:30am,USD,low,Crude Oil Inventories,3.7M,0,1.0M,-0.6M
 ,,USD,low,Natural Gas Storage,-223B,0,-225B,-259B
 ,8:00am,AUD,low,CB Leading Index m/m,0.2%,0,,0.5%
 ,8:50am,JPY,low,All Industries Activity m/m,0.0%,0,0.0%,-0.2%
 ,,JPY,low,SPPI y/y,0.6%,1,0.2%,0.2%
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,4:45pm,EUR,low,French Consumer Spending m/m,1.2%,1,0.2%,1.2%
 ,6:00pm,EUR,high,German Ifo Business Climate,107.0,-1,107.5,107.9
 ,6:30pm,GBP,high,Second Estimate GDP q/q,0.8%,0,0.8%,0.8%
 ,,GBP,low,Index of Services 3m/3m,1.0%,1,0.8%,0.9%
 MonFeb 26 ,6:45am,NZD,high,Trade Balance,-833M,-1,-652M,-352M
 ,8:50am,JPY,medium,Monetary Policy Meeting Minutes,,0,,
 ,9:00am,NZD,medium,ANZ Business Confidence,-5.9,0,,-7.7
 ,11:00am,NZD,high,Inflation Expectations q/q,2.6%,0,,2.7%
 ,4:00pm,EUR,low,German GfK Consumer Climate,4.4,-1,4.7,4.9
 ,All Day,EUR,low,Eurogroup Meetings,,0,,
 TueFeb 27 ,2:30am,GBP,medium,MPC Member Blanchflower Speaks,,0,,
 ,10:00am,AUD,medium,HIA New Home Sales m/m,5.8%,0,,6.0%
 ,All Day,EUR,medium,German Prelim CPI m/m,0.4%,-1,0.5%,-0.2%
 ,4:00pm,EUR,low,German Import Prices m/m,-0.7%,-1,-0.2%,-0.3%
 ,6:00pm,CHF,medium,UBS Consumption Indicator,1.95,0,,1.90
 ,,EUR,low,M3 Money Supply y/y,9.8%,0,9.7%,9.8%
 ,,EUR,low,Private Loans y/y,10.6%,-1,10.8%,10.7%
 ,,EUR,low,Retail PMI,49.8,0,,47.9
 ,All Day,EUR,low,ECOFIN Meetings,,0,,
 ,6:30pm,GBP,medium,High Street Lending,37.8K,0,,45.5K
 ,7:17pm,EUR,low,Italian 10-y Bond Auction,4.14|1.6,0,,4.29|1.3
 ,10:30pm,USD,high,Core Durable Goods Orders m/m,-3.1%,-1,-0.2%,2.6%
 ,,USD,medium,Durable Goods Orders m/m,-7.8%,-1,-2.4%,2.8%
 ,11:00pm,USD,low,S&P/CS Composite-20 HPI y/y,0.5%,-1,0.9%,1.8%
 WedFeb 28 ,12:00am,USD,high,CB Consumer Confidence,112.5,1,109.0,110.2
 ,,USD,high,Existing Home Sales,6.46M,1,6.25M,6.27M
 ,,USD,low,Richmond Manufacturing Index,-10,-1,-2,-11
 ,6:45am,NZD,medium,Building Consents m/m,3.9%,0,,-4.9%
 ,8:30am,JPY,low,Final Manufacturing PMI,53.0,0,,53.4
 ,8:50am,JPY,medium,Prelim Industrial Production m/m,-1.5%,1,-1.8%,0.9%
 ,,JPY,medium,Retail Sales y/y,-0.8%,-1,0.2%,-0.2%
 ,9:30am,AUD,medium,Construction Work Done q/q,4.3%,1,1.5%,-2.1%
 ,,AUD,medium,Private Sector Credit m/m,1.3%,1,1.0%,1.0%
 ,2:00pm,JPY,low,Housing Starts y/y,-0.7%,-1,4.5%,10.2%
 ,4:00pm,GBP,medium,Nationwide HPI m/m,0.7%,1,0.5%,0.3%
 ,5:55pm,EUR,medium,German Unemployment Change,-69K,-1,-78K,-70K
 ,7:00pm,EUR,low,Consumer Confidence,-5,1,-6,-7
 ,,EUR,low,Final CPI y/y,1.8%,-1,1.9%,1.9%
 ,,EUR,low,Final Core CPI y/y,1.7%,1,1.6%,1.5%
 ,,EUR,low,Unemployment Rate,7.4%,1,7.5%,7.5%
 ,7:30pm,CHF,medium,KOF Economic Barometer,1.79,0,1.70,1.74
 ,,GBP,low,GfK Consumer Confidence,-8,0,-8,-7
 ,9:30pm,USD,low,FOMC Member Kohn Speaks,,0,,
 ,10:30pm,USD,high,Prelim GDP q/q,2.2%,-1,2.4%,3.5%
 ,,USD,low,Prelim GDP Price Index q/q,1.7%,1,1.5%,1.5%
 ,10:55pm,USD,medium,FOMC Member Geithner Speaks,,0,,
 ,11:00pm,EUR,high,ECB President Trichet Speaks,,0,,
 ,11:45pm,USD,medium,Chicago PMI,47.9,-1,50.0,48.8
 ThuMar 1 ,12:00am,USD,high,Fed Chairman Bernanke Testifies,,0,,
 ,,USD,high,New Home Sales,937K,-1,1080K,1123K
 ,12:30am,USD,low,Crude Oil Inventories,1.4M,0,2.1M,3.7M
 ,6:45am,NZD,low,Visitor Arrivals m/m,-3.2%,0,,-1.5%
 ,7:30am,AUD,low,AIG Manufacturing Index,57.7,0,,51.3
 ,9:30am,AUD,high,Private Capital Expenditure q/q,-0.2%,-1,2.9%,-5.3%
 ,11:30am,CNY,medium,Caixin Manufacturing PMI,53.0,0,,52.0
 ,12:45pm,JPY,low,10-y Bond Auction,1.67|3.9,0,,1.70|2.8
 ,2:30pm,AUD,medium,Commodity Prices y/y,8.1%,0,,9.6%
 ,5:15pm,EUR,low,Spanish Manufacturing PMI,56.2,0,,56.2
 ,5:30pm,CHF,medium,Manufacturing PMI,63.5,1,62.0,62.0
 ,5:45pm,EUR,low,Italian Manufacturing PMI,54.2,0,53.9,53.5
 ,6:00pm,EUR,medium,Final Manufacturing PMI,55.6,0,55.7,55.5
 ,6:30pm,GBP,medium,Manufacturing PMI,55.4,1,53.0,53.2
 ,,GBP,low,Mortgage Approvals,120K,1,110K,114K
 ,,GBP,low,Net Lending to Individuals m/m,10.7B,-1,11.0B,11.3B
 ,7:00pm,EUR,low,CPI Flash Estimate y/y,1.8%,-1,1.9%,1.9%
 ,7:10pm,EUR,low,French 10-y Bond Auction,4.01|2.3,0,,4.12|2.8
 ,8:00pm,GBP,medium,CBI Realized Sales,19,-1,22,30
 ,9:30pm,USD,low,Challenger Job Cuts y/y,-3.9%,0,,-39.1%
 ,10:30pm,CAD,medium,Current Account,3.0B,-1,6.0B,5.8B
 ,,CAD,medium,RMPI m/m,-3.1%,-1,-1.9%,5.3%
 ,,CAD,low,IPPI m/m,-0.1%,-1,0.3%,1.4%
 ,,USD,high,Core PCE Price Index m/m,0.3%,1,0.2%,0.1%
 ,,USD,medium,Personal Spending m/m,0.5%,1,0.4%,0.7%
 ,,USD,low,Personal Income m/m,1.0%,1,0.3%,0.5%
 ,,USD,low,Unemployment Claims,338K,-1,330K,331K
 ,11:30pm,USD,low,Natural Gas Storage,-132B,0,-142B,-223B
 FriMar 2 ,12:00am,USD,high,ISM Manufacturing PMI,52.3,1,50.0,49.3
 ,,USD,low,Construction Spending m/m,-0.8%,-1,-0.5%,0.6%
 ,,USD,low,ISM Manufacturing Prices,59.0,1,53.8,53.0
 ,All Day,USD,low,Total Vehicle Sales,16.6M,1,16.2M,16.6M
 ,2:00am,USD,low,Treasury Sec Paulson Speaks,,0,,
 ,8:30am,JPY,medium,Tokyo Core CPI y/y,0.0%,-1,0.1%,0.2%
 ,,JPY,low,Household Spending y/y,0.6%,1,-0.2%,-1.9%
 ,,JPY,low,National Core CPI y/y,0.0%,0,0.0%,0.1%
 ,,JPY,low,Unemployment Rate,4.0%,1,4.1%,4.1%
 ,8:50am,JPY,low,Monetary Base y/y,-21.1%,0,-21.5%,-21.1%
 ,9:30am,AUD,high,Retail Sales m/m,0.9%,1,0.5%,0.2%
 ,,AUD,medium,Current Account,-15.1B,-1,-14.0B,-12.6B
 ,10:00am,CNY,high,Manufacturing PMI,53.1,0,,55.1
 ,10:30am,JPY,low,Average Cash Earnings y/y,-1.4%,-1,0.3%,-0.1%
 ,4:00pm,EUR,medium,German Retail Sales m/m,-5.1%,-1,-1.3%,2.6%
 ,5:00pm,EUR,low,Spanish Unemployment Change,-7.2K,0,,59.6K
 ,6:30pm,GBP,low,Construction PMI,57.3,0,57.0,57.9
 ,7:00pm,EUR,low,PPI m/m,0.1%,-1,0.3%,0.0%
 ,10:30pm,CAD,high,GDP m/m,0.4%,1,0.3%,0.3%
 SatMar 3 ,12:00am,USD,medium,Revised UoM Consumer Sentiment,91.3,-1,94.0,93.3
 ,,USD,low,Revised UoM Inflation Expectations,3.0%,0,,3.0%
 ,10:00am,CNY,low,Non-Manufacturing PMI,49.7,0,,55.6
 ,1:00pm,USD,medium,Fed Chairman Bernanke Speaks,,0,,
 MonMar 5 ,7:30am,AUD,low,AIG Services Index,54.5,0,,49.5
 ,8:30am,AUD,low,MI Inflation Gauge m/m,0.2%,0,,0.0%
 ,8:50am,JPY,medium,Capital Spending q/y,16.8%,1,13.5%,12.0%
 ,9:30am,AUD,low,Company Operating Profits q/q,2.5%,0,2.4%,0.5%
 ,5:15pm,EUR,low,Spanish Services PMI,56.7,0,,57.9
 ,5:45pm,EUR,low,Italian Services PMI,56.2,1,55.6,55.4
 ,6:00pm,EUR,low,Final Services PMI,57.5,0,57.6,57.9
 ,6:30pm,EUR,low,Sentix Investor Confidence,27.5,-1,29.3,31.1
 ,,GBP,medium,Services PMI,57.4,-1,59.0,59.2
 ,11:00pm,USD,medium,FOMC Member Kroszner Speaks,,0,,
 TueMar 6 ,12:00am,CAD,high,Ivey PMI,60.5,1,55.2,53.8
 ,,USD,high,ISM Non-Manufacturing PMI,54.3,-1,57.2,59.0
 ,4:00am,USD,medium,FOMC Member Warsh Speaks,,0,,
 ,9:30am,AUD,high,Building Approvals m/m,-0.9%,-1,0.5%,-1.8%
 ,,AUD,medium,Trade Balance,-0.88B,1,-1.23B,-1.38
 ,3:45pm,CHF,medium,GDP q/q,0.5%,-1,0.7%,0.4%
 ,5:00pm,CHF,low,Foreign Currency Reserves,45B,0,,45B
 ,7:00pm,EUR,low,Retail Sales m/m,-1.0%,-1,-0.3%,0.3%
 ,,EUR,low,Revised GDP q/q,0.9%,0,0.9%,0.9%
 ,8:00pm,GBP,medium,BRC Retail Sales Monitor y/y,3.3%,0,,3.1%
 ,10:30pm,CAD,medium,Building Permits m/m,11.3%,1,2.1%,-9.0%
 ,,USD,medium,Revised Nonfarm Productivity q/q,1.6%,0,1.7%,3.0%
 ,,USD,low,Revised Unit Labor Costs q/q,6.6%,1,3.2%,1.7%
 ,11:00pm,CAD,high,BOC Rate Statement,,0,,
 ,,CAD,high,Overnight Rate,4.25%,0,4.25%,4.25%
 WedMar 7 ,12:00am,USD,high,Pending Home Sales m/m,-4.1%,-1,-2.2%,4.5%
 ,,USD,medium,Factory Orders m/m,-5.6%,-1,-4.3%,2.6%
 ,4:00am,USD,high,Fed Chairman Bernanke Speaks,,0,,
 ,7:30am,AUD,high,Cash Rate,6.25%,0,6.25%,6.25%
 ,,AUD,low,AIG Construction Index,51.7,0,,48.4
 ,9:01am,GBP,low,Nationwide Consumer Confidence,85,1,82,84
